Orbital Forcing (Laskar et al 2004)
Downloaded from http://www.imcce.fr/Equipes/ASD/insola/earth/online/
20 Myr-ago to present
Reference: A&A 428, 261-285 (2004), DOI: 10.1051/0004-6361:20041335,
Laskar, J., Robutel, P., Joutel, F., Gastineau, M., Correia, A.C.M., Levrard, B. : 2004,
A long term numerical solution for the insolation quantities of the Earth.
Time (1000 Julian Years)   Ecc  Prec  Obl
  -18417.000       0.036614       0.004532       0.391818
  -18416.000       0.035675       0.014674       0.392203
  -18415.000       0.034581       0.022866       0.392934
  -18414.000       0.033498       0.028516       0.393988
  -18413.000       0.032463       0.031401       0.395323
  -18412.000       0.031296       0.031276       0.396886
  -18411.000       0.030179       0.028565       0.398633
  -18410.000       0.029018       0.023689       0.400500
  -18409.000       0.027872       0.017248       0.402427
  -18408.000       0.026676       0.009951       0.404366
  -18407.000       0.025504       0.002619       0.406261
  -18406.000       0.024317      -0.004301       0.408063
  -18405.000       0.023168      -0.010134       0.409738
  -18404.000       0.021956      -0.014567       0.411249
  -18403.000       0.020819      -0.017449       0.412567
  -18402.000       0.019715      -0.018762       0.413675
  -18401.000       0.018527      -0.018503       0.414554
  -18400.000       0.017492      -0.017133       0.415198
  -18399.000       0.016439      -0.014783       0.415605
  -18398.000       0.015394      -0.011788       0.415779
  -18397.000       0.014455      -0.008635       0.415728
  -18396.000       0.013558      -0.005426       0.415472
  -18395.000       0.012715      -0.002402       0.415028
  -18394.000       0.011989       0.000156       0.414422
  -18393.000       0.011322       0.002422       0.413683
  -18392.000       0.010849       0.004260       0.412834
  -18391.000       0.010415       0.005738       0.411902
  -18390.000       0.010175       0.006981       0.410912
  -18389.000       0.010124       0.008129       0.409881
  -18388.000       0.010115       0.009016       0.408829
  -18387.000       0.010347       0.009918       0.407769
  -18386.000       0.010685       0.010623       0.406712
  -18385.000       0.011090       0.011044       0.405666
  -18384.000       0.011633       0.011131       0.404643
  -18383.000       0.012283       0.010729       0.403649
  -18382.000       0.012908       0.009553       0.402693
  -18381.000       0.013663       0.007733       0.401782
  -18380.000       0.014440       0.005101       0.400924
  -18379.000       0.015222       0.001629       0.400127
  -18378.000       0.016063      -0.002289       0.399398
  -18377.000       0.016893      -0.006661       0.398745
  -18376.000       0.017775      -0.011043       0.398176
  -18375.000       0.018646      -0.015042       0.397698
  -18374.000       0.019478      -0.018224       0.397321
  -18373.000       0.020466      -0.020391       0.397051
  -18372.000       0.021258      -0.020867       0.396900
  -18371.000       0.022183      -0.019766       0.396878
  -18370.000       0.023088      -0.016870       0.396996
  -18369.000       0.023927      -0.012208       0.397265
  -18368.000       0.024799      -0.006149       0.397693
  -18367.000       0.025651       0.000833       0.398284
  -18366.000       0.026491       0.008380       0.399041
  -18365.000       0.027299       0.015596       0.399960
  -18364.000       0.028074       0.021921       0.401026
  -18363.000       0.028905       0.026797       0.402225
  -18362.000       0.029635       0.029500       0.403531
  -18361.000       0.030364       0.029790       0.404914
  -18360.000       0.031148       0.027551       0.406344
  -18359.000       0.031815       0.022712       0.407783
  -18358.000       0.032531       0.015696       0.409195
  -18357.000       0.033196       0.007040       0.410547
  -18356.000       0.033857      -0.002619       0.411800
  -18355.000       0.034499      -0.012483       0.412919
  -18354.000       0.035075      -0.021477       0.413880
  -18353.000       0.035723      -0.029099       0.414647
  -18352.000       0.036255      -0.034328       0.415196
  -18351.000       0.036795      -0.036771       0.415511
  -18350.000       0.037316      -0.036096       0.415572
  -18349.000       0.037831      -0.032287       0.415372
  -18348.000       0.038213      -0.025435       0.414913
  -18347.000       0.038676      -0.016321       0.414199
  -18346.000       0.039058      -0.005458       0.413248
  -18345.000       0.039376       0.006121       0.412087
  -18344.000       0.039703       0.017345       0.410741
  -18343.000       0.039959       0.027254       0.409255
  -18342.000       0.040216       0.034906       0.407670
  -18341.000       0.040394       0.039421       0.406030
  -18340.000       0.040534       0.040393       0.404386
  -18339.000       0.040722       0.037714       0.402788
  -18338.000       0.040746       0.031353       0.401279
  -18337.000       0.040830       0.022106       0.399907
  -18336.000       0.040900       0.010691       0.398715
  -18335.000       0.040819      -0.001834       0.397735
  -18334.000       0.040848      -0.014167       0.397000
  -18333.000       0.040712      -0.025076       0.396531
  -18332.000       0.040635      -0.033646       0.396339
  -18331.000       0.040442      -0.038813       0.396428
  -18330.000       0.040214      -0.040200       0.396791
  -18329.000       0.040022      -0.037750       0.397408
  -18328.000       0.039681      -0.031601       0.398256
  -18327.000       0.039322      -0.022497       0.399299
  -18326.000       0.038999      -0.011480       0.400494
  -18325.000       0.038520       0.000524       0.401800
  -18324.000       0.038071       0.012130       0.403165
  -18323.000       0.037552       0.022255       0.404542
  -18322.000       0.037014       0.030027       0.405890
  -18321.000       0.036444       0.034667       0.407161
  -18320.000       0.035766       0.035766       0.408319
  -18319.000       0.035188       0.033531       0.409335
  -18318.000       0.034463       0.028046       0.410180
  -18317.000       0.033737       0.020139       0.410836
  -18316.000       0.033050       0.010592       0.411292
  -18315.000       0.032257       0.000442       0.411539
  -18314.000       0.031500      -0.009361       0.411579
  -18313.000       0.030694      -0.017722       0.411419
  -18312.000       0.029903      -0.023998       0.411070
  -18311.000       0.029060      -0.027583       0.410552
  -18310.000       0.028208      -0.028208       0.409889
  -18309.000       0.027352      -0.025986       0.409108
  -18308.000       0.026508      -0.021277       0.408242
  -18307.000       0.025559      -0.014604       0.407324
  -18306.000       0.024695      -0.006885       0.406385
  -18305.000       0.023806       0.001073       0.405460
  -18304.000       0.022852       0.008403       0.404576
  -18303.000       0.021976       0.014319       0.403758
  -18302.000       0.021054       0.018198       0.403028
  -18301.000       0.020191       0.019851       0.402401
  -18300.000       0.019285       0.019052       0.401890
  -18299.000       0.018435       0.016151       0.401504
  -18298.000       0.017651       0.011598       0.401246
  -18297.000       0.016842       0.005996       0.401117
  -18296.000       0.016078       0.000066       0.401113
  -18295.000       0.015427      -0.005347       0.401226
  -18294.000       0.014740      -0.009770       0.401447
  -18293.000       0.014157      -0.012573       0.401762
  -18292.000       0.013595      -0.013519       0.402155
  -18291.000       0.013165      -0.012666       0.402611
  -18290.000       0.012724      -0.010075       0.403111
  -18289.000       0.012364      -0.006269       0.403639
  -18288.000       0.012151      -0.001713       0.404183
  -18287.000       0.011917       0.002890       0.404727
  -18286.000       0.011824       0.007041       0.405263
  -18285.000       0.011772       0.010048       0.405785
  -18284.000       0.011832       0.011683       0.406285
  -18283.000       0.011943       0.011631       0.406762
  -18282.000       0.012113       0.009965       0.407214
  -18281.000       0.012372       0.006840       0.407638
  -18280.000       0.012680       0.002736       0.408033
  -18279.000       0.012990      -0.001943       0.408399
  -18278.000       0.013355      -0.006510       0.408730
  -18277.000       0.013766      -0.010443       0.409023
  -18276.000       0.014127      -0.013257       0.409276
  -18275.000       0.014523      -0.014522       0.409480
  -18274.000       0.014932      -0.014122       0.409632
  -18273.000       0.015334      -0.011984       0.409722
  -18272.000       0.015686      -0.008382       0.409747
  -18271.000       0.016068      -0.003645       0.409700
  -18270.000       0.016487       0.001694       0.409577
  -18269.000       0.016779       0.007019       0.409369
  -18268.000       0.017158       0.011834       0.409073
  -18267.000       0.017486       0.015456       0.408683
